insertId,jsonPayload.class,jsonPayload.message,jsonPayload.filename,jsonPayload.method,jsonPayload.container,jsonPayload.container_logname,jsonPayload.application,jsonPayload.thread,resource.type,resource.labels.project_id,resource.labels.region,resource.labels.cluster_name,resource.labels.cluster_uuid,timestamp,severity,"labels.""compute.googleapis.com/zone""","labels.""compute.googleapis.com/resource_name""","labels.""compute.googleapis.com/resource_id""",logName,receiveTimestamp
vh4ips7hafhp2ks8i,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:24.179Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:29.192988339Z
vh4ips7hafhp2ks8h,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:19.176Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:24.191012272Z
ewnyez2297rd2bpdw,org.apache.hadoop.hdfs.server.datanode.DataNode,Got finalize command for block pool BP-1738220856-10.138.0.46-1575962374466,hadoop-hdfs-datanode-w261-final-project-w-4.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:17.992Z,INFO,us-west1-b,w261-final-project-w-4,4919962349181532211,projects/w261-finateam10/logs/hadoop-hdfs-datanode,2019-12-10T09:07:22.986629619Z
ewnyez2297rd2bpdv,org.apache.hadoop.hdfs.server.datanode.DataNode,"Successfully sent block report 0x37e9386b3ecf31a6,  containing 1 storage report(s), of which we sent 1. The reports had 5 total blocks and used 1 RPC(s). This took 2 msec to generate and 2 msecs for RPC and NN processing. Got back one command: FinalizeCommand/5.",hadoop-hdfs-datanode-w261-final-project-w-4.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:17.992Z,INFO,us-west1-b,w261-final-project-w-4,4919962349181532211,projects/w261-finateam10/logs/hadoop-hdfs-datanode,2019-12-10T09:07:22.986629619Z
vh4ips7hafhp2ks8g,BlockStateChange,"BLOCK* processReport 0x37e9386b3ecf31a6: from storage DS-448e7d40-563f-458e-bac8-6f7babf4bc6b node DatanodeRegistration(10.138.0.47:9866, datanodeUuid=1ee9de54-7ef8-4530-9b28-37e946b8b1bd, infoPort=9864, infoSecurePort=0, ipcPort=9867, storageInfo=lv=-57;cid=CID-c99b47fc-c736-4616-a2e7-315bb9a5141c;nsid=152695041;c=1575962374466), blocks: 5, hasStaleStorage: false, processing time: 0 msecs, invalidatedBlocks: 0",hadoop-hdfs-namenode-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:17.991Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/hadoop-hdfs-namenode,2019-12-10T09:07:19.186394333Z
vh4ips7hafhp2ks8f,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:14.172Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:19.186394333Z
vh4ips7hafhp2ks8e,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:09.168Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:14.192595799Z
vh4ips7hafhp2ks8d,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:04.164Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:09.187339753Z
vh4ips7hafhp2ks8c,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Queue Info Request	TARGET=ClientRMService	RESULT=SUCCESS	QUEUENAME=root	INCLUDEAPPS=false	INCLUDECHILDQUEUES=true	RECURSIVE=true",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:07:01.332Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:04.187393813Z
vh4ips7hafhp2ks8b,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:59.161Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:07:04.187393813Z
vh4ips7hafhp2ks8a,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:54.158Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:59.172318092Z
vh4ips7hafhp2ks7z,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:49.156Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:54.175008642Z
vh4ips7hafhp2ks7y,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:44.152Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:49.166267911Z
vh4ips7hafhp2ks7x,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:39.148Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:44.171645819Z
vh4ips7hafhp2ks7w,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:34.145Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:39.159191484Z
vh4ips7hafhp2ks7v,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Queue Info Request	TARGET=ClientRMService	RESULT=SUCCESS	QUEUENAME=root	INCLUDEAPPS=false	INCLUDECHILDQUEUES=true	RECURSIVE=true",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:31.332Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:34.155065375Z
vh4ips7hafhp2ks7u,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:29.142Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:34.155065375Z
vh4ips7hafhp2ks7t,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:24.140Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:29.176624737Z
vh4ips7hafhp2ks7s,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:19.137Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:19.210737373Z
vh4ips7hafhp2ks7r,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:14.135Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:19.210737373Z
vh4ips7hafhp2ks7q,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:09.133Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:14.158995657Z
vh4ips7hafhp2ks7p,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:04.131Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:09.145239728Z
vh4ips7hafhp2ks7o,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Queue Info Request	TARGET=ClientRMService	RESULT=SUCCESS	QUEUENAME=root	INCLUDEAPPS=false	INCLUDECHILDQUEUES=true	RECURSIVE=true",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:06:01.332Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:04.141799110Z
vh4ips7hafhp2ks7n,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:59.127Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:06:04.141799110Z
vh4ips7hafhp2ks7m,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:54.125Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:59.145446700Z
vh4ips7hafhp2ks7l,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:49.122Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:49.178036887Z
c0284mbhqrf9msiok,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,Skipping monitoring container container_1575962372145_0003_01_000016 since CPU usage is not yet available.,yarn-yarn-nodemanager-w261-final-project-w-3.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:47.578Z,INFO,us-west1-b,w261-final-project-w-3,8358316418202269747,projects/w261-finateam10/logs/yarn-yarn-nodemanager,2019-12-10T09:05:52.838064276Z
c0284mbhqrf9msioj,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,Skipping monitoring container container_1575962372145_0003_01_000010 since CPU usage is not yet available.,yarn-yarn-nodemanager-w261-final-project-w-3.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:47.566Z,INFO,us-west1-b,w261-final-project-w-3,8358316418202269747,projects/w261-finateam10/logs/yarn-yarn-nodemanager,2019-12-10T09:05:52.838064276Z
vh4ips7hafhp2ks7k,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:44.120Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:49.178036887Z
vh4ips7hafhp2ks7j,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:39.118Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:44.138763853Z
ry302x4xm3j0rckpb,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,Skipping monitoring container container_1575962372145_0003_01_000012 since CPU usage is not yet available.,yarn-yarn-nodemanager-w261-final-project-w-2.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:38.545Z,INFO,us-west1-b,w261-final-project-w-2,8981799529024256051,projects/w261-finateam10/logs/yarn-yarn-nodemanager,2019-12-10T09:05:43.678308893Z
ru8wbry1d6ggs66x7,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,Skipping monitoring container container_1575962372145_0003_01_000013 since CPU usage is not yet available.,yarn-yarn-nodemanager-w261-final-project-w-0.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:37.474Z,INFO,us-west1-b,w261-final-project-w-0,8219103720546433076,projects/w261-finateam10/logs/yarn-yarn-nodemanager,2019-12-10T09:05:43.187415266Z
ewnyez2297rd2bpdu,org.apache.hadoop.yarn.server.nodemanager.containermanager.monitor.ContainersMonitorImpl,Skipping monitoring container container_1575962372145_0003_01_000011 since CPU usage is not yet available.,yarn-yarn-nodemanager-w261-final-project-w-4.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:36.473Z,INFO,us-west1-b,w261-final-project-w-4,4919962349181532211,projects/w261-finateam10/logs/yarn-yarn-nodemanager,2019-12-10T09:05:41.970269955Z
vh4ips7hafhp2ks7i,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:34.116Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:39.156415292Z
vh4ips7hafhp2ks7h,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Queue Info Request	TARGET=ClientRMService	RESULT=SUCCESS	QUEUENAME=root	INCLUDEAPPS=false	INCLUDECHILDQUEUES=true	RECURSIVE=true",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:31.332Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:34.137551820Z
vh4ips7hafhp2ks7g,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:29.113Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:34.137551820Z
vh4ips7hafhp2ks7f,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:24.111Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:29.131047310Z
vh4ips7hafhp2ks7e,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:19.109Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:19.155930602Z
vh4ips7hafhp2ks7d,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:14.107Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:19.155930602Z
vh4ips7hafhp2ks7c,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:09.104Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:14.129912234Z
vh4ips7hafhp2ks7b,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:04.101Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:09.123998832Z
vh4ips7hafhp2ks7a,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Queue Info Request	TARGET=ClientRMService	RESULT=SUCCESS	QUEUENAME=root	INCLUDEAPPS=false	INCLUDECHILDQUEUES=true	RECURSIVE=true",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:05:01.332Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:04.127253025Z
vh4ips7hafhp2ks6z,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:04:59.098Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:05:04.127253025Z
vh4ips7hafhp2ks6y,org.apache.hadoop.mapreduce.v2.hs.JobHistory,Starting scan to move intermediate done files,mapred-mapred-historyserver-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:04:56.080Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/mapred-mapred-historyserver,2019-12-10T09:04:59.106147782Z
vh4ips7hafhp2ks6x,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:04:54.094Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:04:59.106147782Z
vh4ips7hafhp2ks6w,org.apache.hadoop.yarn.server.resourcemanager.RMAuditLogger,"USER=root	IP=10.138.0.46	OPERATION=Get Applications Request	TARGET=ClientRMService	RESULT=SUCCESS",yarn-yarn-resourcemanager-w261-final-project-m.log,,,,,,cloud_dataproc_cluster,w261-finateam10,us-west1,w261-final-project,edff4d62-42db-4e3f-b8b8-2efbb28b7422,2019-12-10T09:04:49.091Z,INFO,us-west1-b,w261-final-project-m,2747357334388013108,projects/w261-finateam10/logs/yarn-yarn-resourcemanager,2019-12-10T09:04:54.114538005Z
